19.03,10.11,18.04,18.67,18.95,21.00,21.97,18.79,27.95,27.45,4.59,17.41,
3.87,13.07,1.95,24.29,29.59,31.42,31.63,25.45,25.62,25.61,44.87,70.22,
9.38,10.99,6.22,21.08,13.94,22.69,26.78,19.01,19.10,31.13,6.68,11.62,
16.58,11.06,4.99,21.90,22.59,27.95,30.18,21.12,29.02,14.17,51.27,0.57,
25.39,11.66,0.00,19.87,30.04,19.08,30.70,18.08,33.53,12.86,13.12,84.15,
24.34,12.97,24.28,19.75,23.10,32.18,28.81,22.60,36.12,42.46,52.71,56.61,
15.16,9.66,0.00,19.84,21.67,25.51,30.36,16.30,30.89,26.60,31.86,14.80,
25.03,15.23,15.49,18.59,21.24,24.75,20.98,19.41,17.96,21.13,47.31,2.99,
15.76,14.58,12.70,19.26,18.94,25.65,26.97,19.35,19.65,18.00,62.13,21.62,
20.57,9.77,8.81,17.52,19.53,18.60,23.00,15.87,9.30,13.25,6.38,1.83,
5.98,11.03,14.63,18.97,16.89,25.10,30.19,16.90,5.67,19.30,0.62,18.89,
12.09,13.25,17.06,17.68,17.59,12.55,23.26,17.93,27.10,20.34,29.13,11.36,
12.06,13.77,4.21,20.82,20.10,34.00,20.50,20.02,5.12,24.56,61.99,47.38,
12.42,11.64,4.34,17.03,27.07,24.28,27.71,17.73,28.35,16.50,0.00,19.43,
6.76,11.50,6.49,17.51,18.59,17.55,16.18,15.60,19.60,25.91,23.67,24.41,
15.76,9.94,16.20,19.82,19.24,27.36,18.59,17.59,20.12,18.02,1.96,3.75,
7.06,9.36,0.00,18.85,14.32,17.64,31.61,17.75,17.41,21.13,0.00,8.48,
0.72,13.01,22.14,18.31,26.67,18.18,25.53,11.65,3.75,19.17,19.97,18.56,
23.76,15.58,0.00,20.94,15.80,15.51,14.56,17.42,16.13,14.79,39.97,15.16,
21.95,13.03,20.34,17.58,15.43,17.72,23.00,13.62,14.96,19.45,0.00,5.80,
24.32,8.07,2.70,18.09,18.18,19.94,21.62,16.52,23.71,17.43,1.17,0.99,
5.40,10.39,12.38,18.79,17.27,20.98,23.31,21.02,18.91,32.78,25.34,16.24,
6.95,12.29,22.78,18.06,15.07,17.11,23.08,19.80,25.93,20.39,14.41,41.52,
15.00,13.67,6.73,22.40,20.12,21.23,20.31,17.45,18.03,26.90,12.76,5.78,
14.19,11.87,1.86,16.10,28.84,16.70,31.04,14.81,23.88,10.11,0.00,0.00,
21.53,13.06,2.43,19.56,22.44,26.83,27.76,20.65,14.47,12.95,0.00,17.23,
16.39,14.86,0.32,19.04,16.03,25.65,17.39,16.70,23.48,27.54,0.00,20.14,
10.91,15.39,20.73,18.91,12.11,13.75,31.03,13.87,20.95,23.71,17.44,5.47,
13.17,12.05,11.51,18.87,23.97,25.90,23.20,22.07,19.10,12.09,5.08,6.61,
17.63,10.32,0.21,19.12,21.07,22.92,32.28,15.00,31.81,27.13,17.81,0.00,
11.06,8.78,2.59,18.40,18.14,23.21,25.62,16.82,29.74,13.97,11.69,11.14,
23.69,12.09,13.24,21.16,21.62,19.86,32.65,22.56,25.86,28.81,30.20,0.30,
1.48,10.99,10.84,18.89,16.25,18.42,17.62,18.17,28.49,18.49,0.83,28.51,
26.51,12.90,2.59,19.59,17.67,26.71,25.35,13.35,17.86,16.21,3.61,10.37,
3.11,9.94,15.87,16.48,13.41,19.58,8.80,19.51,16.27,5.54,5.20,46.15,
26.00,11.24,0.00,16.67,28.94,9.78,17.45,16.54,17.43,21.46,52.17,23.92,
28.44,16.57,10.75,18.58,19.01,28.26,22.06,22.24,18.61,18.93,50.34,0.97,
0.32,11.16,0.53,19.43,17.86,27.92,17.14,11.84,41.55,28.98,35.84,0.00,
10.59,10.42,3.68,19.43,19.79,19.16,24.93,16.13,4.13,29.61,19.75,0.00,
11.71,10.07,6.87,18.54,23.62,24.73,35.76,14.71,18.33,32.18,84.27,80.11,
26.26,14.08,4.06,16.64,15.99,21.72,19.86,18.43,24.56,17.31,25.95,10.01,
